"","TFs","target","mor","shared_name"
"146","ATF1","CYP11B1",0.397569720429703,"ATF1 (interacts with) CYP11B1"
"147","ATF1","CYP11B2",-0.00737970591238846,"ATF1 (interacts with) CYP11B2"
"148","ATF1","ERBB2",0.795300005215706,"ATF1 (interacts with) ERBB2"
"149","ATF1","FLT1",0.838331819945105,"ATF1 (interacts with) FLT1"
"150","ATF1","IL10",0.249761076730761,"ATF1 (interacts with) IL10"
"151","ATF1","LDHA",0.910974587426234,"ATF1 (interacts with) LDHA"
"152","ATF1","MAP1LC3B",-0.880117451414024,"ATF1 (interacts with) MAP1LC3B"
"153","ATF1","NTS",0.918225528152495,"ATF1 (interacts with) NTS"
"154","ATF1","PCSK1",0.455152149388231,"ATF1 (interacts with) PCSK1"
"155","ATF1","PLAUR",-0.001291015815682,"ATF1 (interacts with) PLAUR"
"156","ATF1","SLC20A1",-2.00578943457067e-07,"ATF1 (interacts with) SLC20A1"
"157","ATF1","TGFB2",0.999262043111276,"ATF1 (interacts with) TGFB2"
"158","ATF1","TH",0.601909276897759,"ATF1 (interacts with) TH"
"159","ATF1","TOP2A",-0.000102521835949831,"ATF1 (interacts with) TOP2A"
"160","ATF1","UGT8",0.965595061403738,"ATF1 (interacts with) UGT8"
"161","ATF2","APOC3",0.729617935724407,"ATF2 (interacts with) APOC3"
"162","ATF2","ATF3",-1.31562583183157e-06,"ATF2 (interacts with) ATF3"
"163","ATF2","CCND1",0.73250868464379,"ATF2 (interacts with) CCND1"
"164","ATF2","CDKN1A",-1.90824213172985e-05,"ATF2 (interacts with) CDKN1A"
"165","ATF2","CYP11B1",0.631675924002222,"ATF2 (interacts with) CYP11B1"
"166","ATF2","CYP11B2",-0.0622002005633581,"ATF2 (interacts with) CYP11B2"
"167","ATF2","DUSP1",0.859542493701519,"ATF2 (interacts with) DUSP1"
"168","ATF2","FN1",0.184222981134161,"ATF2 (interacts with) FN1"
"169","ATF2","FOS",-0.183812018676183,"ATF2 (interacts with) FOS"
"170","ATF2","IFNB1",0.557180967520105,"ATF2 (interacts with) IFNB1"
"171","ATF2","IFNG",0.321329910189298,"ATF2 (interacts with) IFNG"
"172","ATF2","IMPDH2",-5.7371441766227e-07,"ATF2 (interacts with) IMPDH2"
"173","ATF2","INS",-0.242751646787494,"ATF2 (interacts with) INS"
"174","ATF2","JUN",-0.822620529152289,"ATF2 (interacts with) JUN"
"175","ATF2","MMP2",0.96121196933805,"ATF2 (interacts with) MMP2"
"176","ATF2","NOS3",-4.33148590441736e-07,"ATF2 (interacts with) NOS3"
"177","ATF2","NR4A2",0.785463558134193,"ATF2 (interacts with) NR4A2"
"178","ATF2","PCK1",0.74012620617336,"ATF2 (interacts with) PCK1"
"179","ATF2","PCK2",-0.000152719607240326,"ATF2 (interacts with) PCK2"
"180","ATF2","PLAT",0.538054228918726,"ATF2 (interacts with) PLAT"
"181","ATF2","PTGS2",0.905403597017427,"ATF2 (interacts with) PTGS2"
"182","ATF2","RB1",0.975666607971605,"ATF2 (interacts with) RB1"
"183","ATF2","TGFB2",0.998876650180481,"ATF2 (interacts with) TGFB2"
"184","ATF2","TNF",-1.01170461017081e-05,"ATF2 (interacts with) TNF"
"185","ATF4","ASNS",0.804815613690054,"ATF4 (interacts with) ASNS"
"186","ATF4","ATF3",0.93352145511316,"ATF4 (interacts with) ATF3"
"187","ATF4","CEBPB",-0.0165613861251177,"ATF4 (interacts with) CEBPB"
"188","ATF4","CHAC1",0.692492120599729,"ATF4 (interacts with) CHAC1"
"189","ATF4","DDIT3",0.821428209747927,"ATF4 (interacts with) DDIT3"
"190","ATF4","DDIT4",-0.830852667289272,"ATF4 (interacts with) DDIT4"
"191","ATF4","DDR2",-1.72558367693608e-05,"ATF4 (interacts with) DDR2"
"192","ATF4","DISC1",0.189399394808581,"ATF4 (interacts with) DISC1"
"193","ATF4","FGF21",0.394118599600807,"ATF4 (interacts with) FGF21"
"194","ATF4","HRK",-0.0205825644692233,"ATF4 (interacts with) HRK"
"195","ATF4","MCL1",-0.00177028370750139,"ATF4 (interacts with) MCL1"
"196","ATF4","NUPR1",-0.00113631510942074,"ATF4 (interacts with) NUPR1"
"197","ATF4","PTGS2",0.796105234042228,"ATF4 (interacts with) PTGS2"
"198","ATF4","TRIB3",0.353604101673668,"ATF4 (interacts with) TRIB3"
"199","ATF4","VEGFA",0.596096920105262,"ATF4 (interacts with) VEGFA"
"200","ATF6","ATP2A2",0.902734614290087,"ATF6 (interacts with) ATP2A2"
"201","ATF6","CALR",0.972014119810484,"ATF6 (interacts with) CALR"
"202","ATF6","DDIT3",0.416140258242614,"ATF6 (interacts with) DDIT3"
"203","ATF6","DNAJC3",0.996520644904975,"ATF6 (interacts with) DNAJC3"
"204","ATF6","HSP90B1",-4.45539194710022e-07,"ATF6 (interacts with) HSP90B1"
"205","ATF6","HSPA5",0.814010357231114,"ATF6 (interacts with) HSPA5"
"206","ATF6","RTN3",0.991738018387446,"ATF6 (interacts with) RTN3"
"207","ATF6","SEL1L",0.979109204313201,"ATF6 (interacts with) SEL1L"
"208","ATF6","SRF",0.991639982624602,"ATF6 (interacts with) SRF"
"209","ATF6","XBP1",0.997831539864216,"ATF6 (interacts with) XBP1"
"210","BACH1","HMOX1",0.47790840288281,"BACH1 (interacts with) HMOX1"
"211","BACH1","ALDOA",0.677772546344222,"BACH1 (interacts with) ALDOA"
"212","BACH1","ASAP1",0.784629398096822,"BACH1 (interacts with) ASAP1"
"213","BACH1","CDK6",-6.97536871859448e-07,"BACH1 (interacts with) CDK6"
"214","BACH1","CLIP4",0.910974587426234,"BACH1 (interacts with) CLIP4"
"215","BACH1","GCLC",0.318186710599169,"BACH1 (interacts with) GCLC"
"216","BACH1","IFRD1",0.978762939067284,"BACH1 (interacts with) IFRD1"
"217","BACH1","KCTD20",0.349216441713988,"BACH1 (interacts with) KCTD20"
"218","BACH1","LBR",-1.92484961154086e-06,"BACH1 (interacts with) LBR"
"219","BACH1","MAFG",0.559562320255105,"BACH1 (interacts with) MAFG"
"220","BACH1","MAPT",-3.97953513411989e-07,"BACH1 (interacts with) MAPT"
"221","BACH1","ME1",-3.85806755252162e-06,"BACH1 (interacts with) ME1"
"222","BACH1","NQO2",0.74853535259732,"BACH1 (interacts with) NQO2"
"223","BACH1","PHLDA2",0.548828395210152,"BACH1 (interacts with) PHLDA2"
"224","BACH1","PIK3CD",0.852729122644704,"BACH1 (interacts with) PIK3CD"
"225","BACH1","PSAP",0.937624933124376,"BACH1 (interacts with) PSAP"
"226","BACH1","RFFL",-0.444808304520519,"BACH1 (interacts with) RFFL"
"227","BACH1","SLC48A1",0.436135990706233,"BACH1 (interacts with) SLC48A1"
"228","BACH1","SLC7A11",-0.880117451414024,"BACH1 (interacts with) SLC7A11"
"229","BACH1","SMARCA4",0.321329910189298,"BACH1 (interacts with) SMARCA4"
"230","BACH1","SQSTM1",0.973331403465516,"BACH1 (interacts with) SQSTM1"
"231","BACH1","SYNJ2",-2.95791921245481e-06,"BACH1 (interacts with) SYNJ2"
"232","BACH1","TNFAIP2",0.924239350793771,"BACH1 (interacts with) TNFAIP2"
"233","BACH1","TRIM56",-0.000455092844960962,"BACH1 (interacts with) TRIM56"
"234","CDX2","ABCB1",-0.366448300534786,"CDX2 (interacts with) ABCB1"
"235","CDX2","AXIN2",-0.920330037597816,"CDX2 (interacts with) AXIN2"
"236","CDX2","CDH17",0.74294827372495,"CDX2 (interacts with) CDH17"
"237","CDX2","CFTR",0.967528660207317,"CDX2 (interacts with) CFTR"
"238","CDX2","DSC2",-0.0066985646886233,"CDX2 (interacts with) DSC2"
"239","CDX2","GUCY2C",-0.990428960736456,"CDX2 (interacts with) GUCY2C"
"240","CDX2","KLF4",-0.975672230187614,"CDX2 (interacts with) KLF4"
"241","CDX2","LCT",0.277886164142396,"CDX2 (interacts with) LCT"
"242","CDX2","MEP1A",0.952860309282864,"CDX2 (interacts with) MEP1A"
"243","CDX2","MUC2",0.922772853634446,"CDX2 (interacts with) MUC2"
"244","CDX2","REG4",0.971713466216787,"CDX2 (interacts with) REG4"
"245","CDX2","SI",-0.00877218595721624,"CDX2 (interacts with) SI"
"246","CDX2","SLC15A1",-0.00031088264848279,"CDX2 (interacts with) SLC15A1"
"247","CDX2","SLC9A2",-1.38949166838513e-06,"CDX2 (interacts with) SLC9A2"
"248","CDX2","SLC9A3",-0.0132768411053692,"CDX2 (interacts with) SLC9A3"
"249","CDX2","UGT1A10",-0.0137785578453217,"CDX2 (interacts with) UGT1A10"
"250","CDX2","UGT1A8",0.97231186337599,"CDX2 (interacts with) UGT1A8"
"251","CEBPA","ABCB1",-8.08628201179546e-05,"CEBPA (interacts with) ABCB1"
"252","CEBPA","ABCC1",-2.91521797718582e-05,"CEBPA (interacts with) ABCC1"
"253","CEBPA","ACACA",0.985856680631116,"CEBPA (interacts with) ACACA"
"254","CEBPA","ACACB",0.286683430374754,"CEBPA (interacts with) ACACB"
"255","CEBPA","ACE",-1.17915483108447e-06,"CEBPA (interacts with) ACE"
"256","CEBPA","ADH1B",0.98097561425697,"CEBPA (interacts with) ADH1B"
"257","CEBPA","AEBP1",0.429051096518505,"CEBPA (interacts with) AEBP1"
"258","CEBPA","AFP",0.873540905341729,"CEBPA (interacts with) AFP"
"259","CEBPA","AGT",0.836971290367279,"CEBPA (interacts with) AGT"
"260","CEBPA","AGXT",0.934167746178956,"CEBPA (interacts with) AGXT"
"261","CEBPA","ALB",0.532054715583421,"CEBPA (interacts with) ALB"
"262","CEBPA","ALOX5AP",0.249761076730761,"CEBPA (interacts with) ALOX5AP"
"263","CEBPA","APBB1IP",-0.259762573814043,"CEBPA (interacts with) APBB1IP"
"264","CEBPA","APOA1",0.993605064189204,"CEBPA (interacts with) APOA1"
"265","CEBPA","APOB",-0.000156311954177714,"CEBPA (interacts with) APOB"
"266","CEBPA","APOC3",0.8869016554292,"CEBPA (interacts with) APOC3"
"267","CEBPA","BCL2",0.975534585450187,"CEBPA (interacts with) BCL2"
"268","CEBPA","C8orf76",-0.226393957649953,"CEBPA (interacts with) C8orf76"
"269","CEBPA","CCNB1",0.70988116386021,"CEBPA (interacts with) CCNB1"
"270","CEBPA","CCND1",-0.468928765621098,"CEBPA (interacts with) CCND1"
"271","CEBPA","CCNE1",0.849547856315887,"CEBPA (interacts with) CCNE1"
"272","CEBPA","CDH13",0.669207887731017,"CEBPA (interacts with) CDH13"
"273","CEBPA","CDK2",0.984520802416002,"CEBPA (interacts with) CDK2"
"274","CEBPA","CDKN1A",0.511607952187066,"CEBPA (interacts with) CDKN1A"
"275","CEBPA","CES1",0.528451153902048,"CEBPA (interacts with) CES1"
"276","CEBPA","CETP",-0.000823096651426769,"CEBPA (interacts with) CETP"
"277","CEBPA","CFTR",0.919766238782196,"CEBPA (interacts with) CFTR"
"278","CEBPA","COMT",0.728650245563958,"CEBPA (interacts with) COMT"
"279","CEBPA","CPS1",0.308854616430718,"CEBPA (interacts with) CPS1"
"280","CEBPA","CREB1",-0.000179631063260722,"CEBPA (interacts with) CREB1"
"281","CEBPA","CRMP1",-1.5922014515519e-06,"CEBPA (interacts with) CRMP1"
"282","CEBPA","CSF1",-0.000878269425618896,"CEBPA (interacts with) CSF1"
"283","CEBPA","CSF3R",0.600748871354011,"CEBPA (interacts with) CSF3R"
"284","CEBPA","CSN2",0.631675924002222,"CEBPA (interacts with) CSN2"
"285","CEBPA","CSRP1",0.861957483758911,"CEBPA (interacts with) CSRP1"
"286","CEBPA","CXCR2",-2.98821832608988e-05,"CEBPA (interacts with) CXCR2"
"287","CEBPA","CYP3A4",0.98097561425697,"CEBPA (interacts with) CYP3A4"
"288","CEBPA","CYP3A7",0.188653376209071,"CEBPA (interacts with) CYP3A7"
"289","CEBPA","E2F2",-6.52068515047723e-06,"CEBPA (interacts with) E2F2"
"290","CEBPA","E2F3",0.612304011734815,"CEBPA (interacts with) E2F3"
"291","CEBPA","EDN1",-0.00177028370750139,"CEBPA (interacts with) EDN1"
"292","CEBPA","EHHADH",0.667049922633655,"CEBPA (interacts with) EHHADH"
"293","CEBPA","ELANE",0.872980934857561,"CEBPA (interacts with) ELANE"
"294","CEBPA","ELN",0.888927736577635,"CEBPA (interacts with) ELN"
"295","CEBPA","ENPP3",-5.43188857663931e-06,"CEBPA (interacts with) ENPP3"
"296","CEBPA","EPO",0.210368409131234,"CEBPA (interacts with) EPO"
"297","CEBPA","EPX",0.886390404791295,"CEBPA (interacts with) EPX"
"298","CEBPA","F3",0.736334097512175,"CEBPA (interacts with) F3"
"299","CEBPA","F9",-2.95791921245481e-06,"CEBPA (interacts with) F9"
"300","CEBPA","FAS",0.821428209747927,"CEBPA (interacts with) FAS"
"301","CEBPA","FASN",-0.919577273411594,"CEBPA (interacts with) FASN"
"302","CEBPA","FGA",0.854612503614672,"CEBPA (interacts with) FGA"
"303","CEBPA","FGL2",-0.0221106317095271,"CEBPA (interacts with) FGL2"
"304","CEBPA","FN1",-0.00797084154394116,"CEBPA (interacts with) FN1"
"305","CEBPA","FOXA2",0.660536789143876,"CEBPA (interacts with) FOXA2"
"306","CEBPA","GADD45A",0.616894249491189,"CEBPA (interacts with) GADD45A"
"307","CEBPA","GAPDH",0.910556175714144,"CEBPA (interacts with) GAPDH"
"308","CEBPA","GDNF",0.879031480149899,"CEBPA (interacts with) GDNF"
"309","CEBPA","GLS2",-0.000277593335001309,"CEBPA (interacts with) GLS2"
"310","CEBPA","GPX4",0.963747518662459,"CEBPA (interacts with) GPX4"
"311","CEBPA","GSK3A",-0.000555437086118489,"CEBPA (interacts with) GSK3A"
"312","CEBPA","GSK3B",-7.37445665726827e-07,"CEBPA (interacts with) GSK3B"
"313","CEBPA","GUCY2C",-8.47168563070731e-07,"CEBPA (interacts with) GUCY2C"
"314","CEBPA","HAMP",0.371393015162822,"CEBPA (interacts with) HAMP"
"315","CEBPA","HMGB1",0.725734919252691,"CEBPA (interacts with) HMGB1"
"316","CEBPA","HNF4A",0.65944563619927,"CEBPA (interacts with) HNF4A"
"317","CEBPA","HOMER3",0.998084343849814,"CEBPA (interacts with) HOMER3"
"318","CEBPA","HP",0.938841985247802,"CEBPA (interacts with) HP"
"319","CEBPA","HPX",0.873540905341729,"CEBPA (interacts with) HPX"
"320","CEBPA","HSD17B11",0.990488236332597,"CEBPA (interacts with) HSD17B11"
"321","CEBPA","HSPA4",0.949399546001123,"CEBPA (interacts with) HSPA4"
"322","CEBPA","ICAM1",0.967869458171009,"CEBPA (interacts with) ICAM1"
"323","CEBPA","ID1",0.946790951584601,"CEBPA (interacts with) ID1"
"324","CEBPA","IGF1",0.298661775989674,"CEBPA (interacts with) IGF1"
"325","CEBPA","IGF2",-0.0198554290058701,"CEBPA (interacts with) IGF2"
"326","CEBPA","IGFBP1",0.873540905341729,"CEBPA (interacts with) IGFBP1"
"327","CEBPA","IL10",0.430229945101184,"CEBPA (interacts with) IL10"
"328","CEBPA","IL12B",0.672432338688883,"CEBPA (interacts with) IL12B"
"329","CEBPA","IL1A",0.778728174448481,"CEBPA (interacts with) IL1A"
"330","CEBPA","IL3",0.727680509581636,"CEBPA (interacts with) IL3"
"331","CEBPA","IL4",-0.139196589731901,"CEBPA (interacts with) IL4"
"332","CEBPA","IL5",-0.0135255408614287,"CEBPA (interacts with) IL5"
"333","CEBPA","IL6",-0.909929800849956,"CEBPA (interacts with) IL6"
"334","CEBPA","INSR",0.998469529599872,"CEBPA (interacts with) INSR"
"335","CEBPA","IRS1",0.265468914510423,"CEBPA (interacts with) IRS1"
"336","CEBPA","ITGA2",0.734425537111366,"CEBPA (interacts with) ITGA2"
"337","CEBPA","ITGAL",-0.965028842696271,"CEBPA (interacts with) ITGAL"
"338","CEBPA","ITGAX",0.768359963764616,"CEBPA (interacts with) ITGAX"
"339","CEBPA","ITGB2",0.85335902540913,"CEBPA (interacts with) ITGB2"
"340","CEBPA","KCNH8",-1.06491951133589e-05,"CEBPA (interacts with) KCNH8"
"341","CEBPA","KCNMA1",0.560752082603272,"CEBPA (interacts with) KCNMA1"
"342","CEBPA","LBP",0.998007641424749,"CEBPA (interacts with) LBP"
"343","CEBPA","LDLR",-0.179180093450043,"CEBPA (interacts with) LDLR"
"344","CEBPA","LEP",-0.97812497557105,"CEBPA (interacts with) LEP"
"345","CEBPA","LIPC",-1.3520692541926e-06,"CEBPA (interacts with) LIPC"
"346","CEBPA","LTF",0.258927402067403,"CEBPA (interacts with) LTF"
"347","CEBPA","MAD1L1",0.978878940171715,"CEBPA (interacts with) MAD1L1"
"348","CEBPA","MAT2A",0.989858935403352,"CEBPA (interacts with) MAT2A"
"349","CEBPA","MME",0.277886164142396,"CEBPA (interacts with) MME"
"350","CEBPA","MMP11",0.96486650798394,"CEBPA (interacts with) MMP11"
"351","CEBPA","MSR1",0.297652919895167,"CEBPA (interacts with) MSR1"
"352","CEBPA","MYBL1",0.940333891984014,"CEBPA (interacts with) MYBL1"
"353","CEBPA","MYC",-0.190910730017204,"CEBPA (interacts with) MYC"
"354","CEBPA","NFYA",0.978762939067284,"CEBPA (interacts with) NFYA"
"355","CEBPA","NFYC",0.526047395457853,"CEBPA (interacts with) NFYC"
"356","CEBPA","NR5A1",0.962205505801848,"CEBPA (interacts with) NR5A1"
